Marker Name;Left Median;Right Median;Diff;Abs Diff;Count Left;Count Right;Count Delta
TimeUpdate.WaitForLastPresentationAndUpdateTime;20.58;0.04;-20.54;20.54;1;1;0
UpdateScene;21.51;1.05;-20.46;20.46;1;1;0
PlayerLoop;23.33;4.15;-19.19;19.19;3;3;0
RenderPlayModeViewCameras;1.82;3.10;1.27;1.27;1;1;0
UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke];1.79;3.03;1.24;1.24;1;1;0
Inl_UniversalRenderTotal;1.77;3.00;1.23;1.23;1;1;0
Inl_RenderCameraStack;1.73;2.92;1.18;1.18;1;1;0
Inl_UniversalRenderPipeline.RenderSingleCameraInternal: Main Camera;1.17;1.91;0.74;0.74;1;1;0
EditorLoop;2.00;2.60;0.60;0.60;4;4;0
Inl_ScriptableRenderContext.Submit;0.47;0.87;0.40;0.40;1;1;0
RenderLoop.ScheduleDraw;0.07;0.43;0.36;0.36;11;12;1
UniversalRenderPipeline.RenderSingleCameraInternal: Main Camera;0.39;0.73;0.34;0.34;1;1;0
ExecuteRenderGraph;0.34;0.64;0.30;0.30;1;1;0
CullScriptable;0.19;0.46;0.26;0.26;1;1;0
SceneCulling;0.17;0.42;0.25;0.25;1;1;0
Inl_ExecuteRenderGraph;0.43;0.68;0.25;0.25;1;1;0
UnityEngine.CoreModule.dll!UnityEngine.Rendering::BatchRendererGroup.InvokeOnPerformCulling() [Invoke];0.16;0.37;0.21;0.21;4;4;0
RenderLoop.DrawSRPBatcher;0.02;0.18;0.16;0.16;3;13;10
Inl_NRPRGComp_ExecuteInitializeResources;0.02;0.17;0.15;0.15;32;29;-3
Inl_VoxGeoFol.Vegetation.ShadowPass;0.12;-;-0.12;0.12;1;-;-1
VoxGeoFol.VegetationRenderPass.DrawShadow.CommandBuffer;0.12;-;-0.12;0.12;1;-;-1
Draw Main Light Shadowmap;0.08;0.19;0.11;0.11;1;1;0
MainLightShadow;0.08;0.19;0.11;0.11;1;1;0
Shadows.ExecuteDrawShadows;0.07;0.19;0.11;0.11;4;4;0
DrawTransparentObjects;0.00;0.10;0.10;0.10;1;1;0
VoxGeoFol.AuthoringContainerRuntime.PrepareGpuResidentFrame;0.10;-;-0.10;0.10;5;-;-5
Inl_RecordRenderGraph;0.27;0.36;0.09;0.09;1;1;0
VoxGeoFol.VegetationGpuDecisionPipeline.PrepareResidentFrame;0.09;-;-0.09;0.09;5;-;-5
Inl_On Record Render Graph;0.27;0.35;0.09;0.09;1;1;0
SRPBRender.ApplyShader;0.02;0.09;0.07;0.07;3;13;10
VoxGeoFol.AuthoringContainerRuntime.PrepareFrameForFrustum;0.07;-;-0.07;0.07;4;-;-4
DrawDepthNormalPrepass;0.02;0.09;0.07;0.07;2;2;0
Shadows.ScheduleRenderJobs;0.05;0.12;0.06;0.06;4;4;0
Shadows.DrawSRPBatcher;0.03;0.08;0.05;0.05;4;12;8
VoxGeoFol.Vegetation.ShadowPass;0.05;-;-0.05;0.05;1;-;-1
UnityEngine.CoreModule.dll!::UpdateFunction.Invoke() [Invoke];0.57;0.62;0.05;0.05;8;8;0
SRPBatcher.Flush;0.01;0.06;0.05;0.05;7;25;18
SRPBShadow.ApplyShader;0.02;0.06;0.04;0.04;4;12;8
VoxGeoFol.VegetationRenderPass.DrawContainers.Raster;0.04;-;-0.04;0.04;2;-;-2
Inl_Setup Camera Properties;0.01;0.05;0.04;0.04;2;2;0
Inl_Vegetation Depth Pass;0.04;-;-0.04;0.04;1;-;-1
Inl_RenderPipeline.EndContextRendering;0.02;0.05;0.04;0.04;1;1;0
CullAllVisibleLights;0.03;0.06;0.03;0.03;1;1;0
TimeManager.Update;0.00;0.03;0.03;0.03;1;1;0
Inl_Setup Forward Lights;0.04;0.07;0.03;0.03;1;1;0
VoxGeoFol.AuthoringContainerRuntime.PrepareFrameForCamera;0.03;-;-0.03;0.03;2;-;-2
Inl_Setup Light Constants;0.04;0.07;0.03;0.03;1;1;0
AddCustomActiveLocalLights;0.00;0.03;0.03;0.03;1;1;0
addCustomLights.Invoke;0.00;0.03;0.03;0.03;7;7;0
Inl_ScriptableRenderer.AddRenderPasses;0.03;0.05;0.03;0.03;1;1;0
GPUResidentDrawer;0.12;0.15;0.03;0.03;1;1;0
UnityEngine.CoreModule.dll!UnityEngine.Rendering::BatchRendererGroup.InvokeOnFinishedCulling() [Invoke];0.02;0.05;0.03;0.03;4;4;0
Inl_NRPRGComp_ExecuteBeginRenderpassCommand;0.03;0.05;0.03;0.03;9;9;0
JobHandle.Complete;0.05;0.08;0.02;0.02;21;21;0
Vegetation Color Pass;0.02;-;-0.02;0.02;1;-;-1
Compute.Dispatch;0.04;0.02;-0.02;0.02;77;13;-64
Default World Unity.Physics.Systems.PhysicsSystemGroup;0.17;0.15;-0.02;0.02;1;1;0
VoxGeoFol.VegetationIndirectRenderer.Render;0.02;-;-0.02;0.02;6;-;-6
Default World Unity.Entities.PresentationSystemGroup;0.09;0.11;0.02;0.02;1;1;0
Inl_InstanceOcclusionTest;0.02;0.05;0.02;0.02;3;3;0
Profiler.FlushMemoryCounters;0.25;0.22;-0.02;0.02;1;1;0
Profiler.FlushCounters;0.26;0.24;-0.02;0.02;1;1;0
Shadows.ExtractShaderPassContext;0.01;0.03;0.02;0.02;4;16;12
WaitForJobGroupID;0.03;0.05;0.02;0.02;7;3;-4
Shadows.PrepareDrawShadows;0.02;0.04;0.02;0.02;2;2;0
Inl_NRPRGComp_ExecuteDestroyResources;0.02;0.04;0.02;0.02;32;29;-3
Default World Unity.Entities.FixedStepSimulationSystemGroup;0.20;0.18;-0.02;0.02;1;1;0
Inl_BlitFinalToBackBuffer;0.01;0.03;0.02;0.02;1;1;0
Inl_UpdateOccluders;0.01;0.03;0.02;0.02;2;2;0
Default World Unity.Entities.SimulationSystemGroup;0.24;0.22;-0.02;0.02;1;1;0
SimulationSystemGroup;0.24;0.22;-0.02;0.02;1;1;0
DestroyCullResults;0.01;0.02;0.02;0.02;1;1;0
InitializationSystemGroup;0.09;0.11;0.02;0.02;1;1;0
Inl_SSAO;0.01;0.03;0.02;0.02;1;1;0
PresentationSystemGroup;0.09;0.11;0.02;0.02;1;1;0
Default World Unity.Entities.InitializationSystemGroup;0.09;0.11;0.02;0.02;1;1;0
Setup Camera Properties;0.01;0.03;0.02;0.02;2;2;0
Inl_CopyDepth;0.02;0.04;0.02;0.02;2;2;0
Default World Unity.Physics.Systems.PhysicsInitializeGroup;0.07;0.05;-0.02;0.02;1;1;0
Vegetation Depth Pass;0.01;-;-0.01;0.01;1;-;-1
VoxGeoFol.VegetationGpuDecisionPipeline.ResetFrameState;0.01;-;-0.01;0.01;5;-;-5
GPUResidentDrawer.DispatchChanges;0.04;0.05;0.01;0.01;1;1;0
DrawOpaqueObjects;0.02;0.03;0.01;0.01;1;1;0
Inl_Forward+ Setup;0.03;0.04;0.01;0.01;1;1;0
Shadows.CullDirectionalShadowCasters;0.01;0.02;0.01;0.01;1;1;0
Inl_Draw Main Light Shadowmap;0.01;0.02;0.01;0.01;1;1;0
InstanceOcclusionTest;0.02;0.03;0.01;0.01;3;3;0
EnsureValidOcclusionTestResults;0.01;0.02;0.01;0.01;1;1;0
RenderLoop.CleanupNodeQueue;0.01;0.02;0.01;0.01;8;8;0
Default World Unity.Physics.Systems.PhysicsInitializeGroupInternal;0.06;0.05;-0.01;0.01;1;1;0
PostLateUpdate.UpdateAudio;0.01;0.02;0.01;0.01;1;1;0
AudioManager.Update;0.01;0.02;0.01;0.01;1;1;0
Inl_MainLightShadow;0.01;0.02;0.01;0.01;1;1;0
FixedUpdate.Physics2DFixedUpdate;0.01;-;-0.01;0.01;1;-;-1
VoxGeoFol.VegetationRenderPass.Setup;0.01;0.00;-0.01;0.01;3;3;0
PostLateUpdate.MemoryFrameMaintenance;0.01;0.00;-0.01;0.01;1;1;0
Default World Unity.Physics.Systems.BuildPhysicsWorldDependencyResolver;0.02;0.01;-0.01;0.01;1;1;0
ObjectDispatcher.CollectInstancesAndTransforms;0.01;0.02;0.01;0.01;4;4;0
Inl_ScriptableRenderer.SetPerCameraShaderVariables;0.01;0.02;0.01;0.01;2;2;0
UpdateScreenManagerAndInput;0.01;0.00;-0.01;0.01;1;1;0
ObjectDispatcher.DispatchTypeChanges;0.02;0.03;0.01;0.01;5;5;0
Inl_CopyColor;0.01;0.01;0.01;0.01;2;2;0
EarlyUpdate.PhysicsResetInterpolatedTransformPosition;0.01;0.00;-0.01;0.01;1;1;0
Default World Unity.Rendering.RegisterMaterialsAndMeshesSystem;0.02;0.03;0.01;0.01;1;1;0
mscorlib.dll!System::Action`8.Invoke() [Invoke];0.01;0.02;0.01;0.01;2;2;0
Inl_UniversalRenderPipeline.CreateCameraData;0.01;0.02;0.01;0.01;1;1;0
GPUResidentDrawer.ProcessRenderers;0.01;0.02;0.01;0.01;2;2;0
Profiler.CollectPhysicsStats;0.01;-;-0.01;0.01;1;-;-1
afterCullingOutputReady.Invoke;0.00;0.01;0.01;0.01;2;2;0
RegisterMaterialsAndMeshes;0.02;0.03;0.01;0.01;1;1;0
FixedUpdate.PhysicsFixedUpdate;0.01;-;-0.01;0.01;1;-;-1
RenderingCommandBuffer.PrepareKeywords;0.01;0.00;-0.01;0.01;85;7;-78
LowLevelPhysics2D.PhysicsWorld.SimulateBatch;0.01;0.00;-0.01;0.01;2;1;-1
PostUpdateScreenManagerAndInput;0.01;0.01;-0.01;0.01;1;1;0
Inl_UniversalRenderPipeline.InitializeAdditionalCameraData;0.01;0.01;0.01;0.01;1;1;0
JobDebuggerFrameMaintenance;0.00;0.01;0.01;0.01;1;1;0
EarlyUpdate.ExecuteMainThreadJobs;0.00;0.01;0.01;0.01;1;1;0
Default World Unity.Entities.EndFixedStepSimulationEntityCommandBufferSystem;0.01;0.02;0.01;0.01;1;1;0
Default World Unity.Entities.VariableRateSimulationSystemGroup;0.01;0.00;-0.01;0.01;1;1;0
PostLateUpdate.AccessibilityLateUpdate;0.00;0.01;0.01;0.01;1;1;0
PreUpdate.SendMouseEvents;0.03;0.04;0.01;0.01;1;1;0
LowLevelPhysics2D.PhysicsWorld.Simulate;0.01;-;-0.01;0.01;1;-;-1
Audio.FMODSystemUpdate;0.00;0.01;0.01;0.01;1;1;0
Monobehaviour.OnMouse_;0.03;0.04;0.01;0.01;1;1;0
Default World Unity.Rendering.StructuralChangePresentationSystemGroup;0.01;0.02;0.01;0.01;1;1;0
